disease,date,count
pineapple-questions,2013-03,2
pinworm-questions,2013-03,2
pleurisy-questions,2013-03,2
pneumonia-questions,2013-03,5
polycystic-ovarian-syndrome-questions,2013-03,4
pork-questions,2013-03,3
post-menopause-questions,2013-03,4
potassium-questions,2013-03,2
pregnancy-questions,2013-03,125
pregnancy-test-questions,2013-03,20
premature-ejaculation-questions,2013-03,4
prenatal-vitamin-questions,2013-03,7
pressure-questions,2013-03,8
prostate-questions,2013-03,3
prostate-specific-antigen-test-questions,2013-03,2
protein-questions,2013-03,8
protein-s-deficiency-questions,2013-03,2
psoriasis-questions,2013-03,2
puberty-questions,2013-03,2
puffiness-questions,2013-03,2
quit-smoking-questions,2013-03,3
rash-questions,2013-03,12
reaction-questions,2013-03,8
rectum-questions,2013-03,4
restless-leg-syndrome-questions,2013-03,2
ribcage-questions,2013-03,2
ring-finger-questions,2013-03,4
ringworm-questions,2013-03,4
running-questions,2013-03,35
runny-nose-questions,2013-03,2
sadness-questions,2013-03,4
salt-questions,2013-03,2
scalp-questions,2013-03,8
sciatica-questions,2013-03,4
scoliosis-questions,2013-03,3
scrotum-questions,2013-03,2
seizure-questions,2013-03,6
sexual-intercourse-questions,2013-03,115
sexually-transmitted-disease-questions,2013-03,13
shellfish-questions,2013-03,5
shingles-questions,2013-03,16
shin-questions,2013-03,2
shock-questions,2013-03,3
short-stature-questions,2013-03,15
shoulder-blade-questions,2013-03,4
shoulder-bursitis-questions,2013-03,2
shoulder-questions,2013-03,10
shrimp-questions,2013-03,3
sinus-infection-questions,2013-03,2
sinus-questions,2013-03,3
skin-cancer-questions,2013-03,2
skin-questions,2013-03,39
skin-tag-questions,2013-03,3
skull-questions,2013-03,2
sleepiness-questions,2013-03,2
smell-questions,2013-03,8
smoking-questions,2013-03,10
soda-questions,2013-03,10
sodium-questions,2013-03,4
sore-questions,2013-03,5
sore-throat-questions,2013-03,8
soy-questions,2013-03,3
sperm-questions,2013-03,8
spider-bite-questions,2013-03,4
spine-questions,2013-03,11
spit-questions,2013-03,2
spotting-questions,2013-03,12
stent-questions,2013-03,2
sternum-questions,2013-03,2
stitches-questions,2013-03,2
stomach-questions,2013-03,55
stress-questions,2013-03,6
stroke-questions,2013-03,7
sty-questions,2013-03,4
suicide-questions,2013-03,2
supplement-questions,2013-03,6
surgery-questions,2013-03,19
swallow-questions,2013-03,2
sweating-questions,2013-03,17
swelling-questions,2013-03,28
tampon-questions,2013-03,2
tapeworm-infection-questions,2013-03,2
taste-questions,2013-03,8
tea-questions,2013-03,6
temperature-questions,2013-03,4
tenderness-questions,2013-03,2
testicle-questions,2013-03,4
testicular-cancer-questions,2013-03,2
testosterone-questions,2013-03,4
tetanus-questions,2013-03,2
thigh-questions,2013-03,10
third-trimester-questions,2013-03,2
throat-questions,2013-03,16
thumb-questions,2013-03,2
thyroid-questions,2013-03,9
tightness-questions,2013-03,11
tinnitus-questions,2013-03,6
toddler-questions,2013-03,13
toenail-questions,2013-03,4
toe-questions,2013-03,10
tomato-questions,2013-03,3
tonsil-questions,2013-03,8
tooth-decay-questions,2013-03,2
tooth-questions,2013-03,13
toxic-shock-syndrome-questions,2013-03,2
trauma-questions,2013-03,4
treadmill-questions,2013-03,3
trichomoniasis-questions,2013-03,2
trichotillomania-questions,2013-03,2
triglyceride-questions,2013-03,2
tubal-ligation-questions,2013-03,4
tumor-questions,2013-03,2
ultrasound-questions,2013-03,6
urination-questions,2013-03,15
uterus-questions,2013-03,5
vaccination-questions,2013-03,6
vaccines-questions,2013-03,2
vagina-questions,2013-03,30
vasectomy-questions,2013-03,2
vasovagal-episode-questions,2013-03,2
vegetable-questions,2013-03,5
vertebra-questions,2013-03,2
vertigo-questions,2013-03,2
vinegar-questions,2013-03,3
virus-questions,2013-03,2
vision-questions,2013-03,77
vitamin-questions,2013-03,9
vomit-questions,2013-03,11
waist-questions,2013-03,4
walking-questions,2013-03,41
walnut-questions,2013-03,2
wart-questions,2013-03,2
watermelon-questions,2013-03,2
weakness-questions,2013-03,4
weight-gain-questions,2013-03,2
weight-loss-questions,2013-03,11
weight-questions,2013-03,50
welt-questions,2013-03,3
wine-questions,2013-03,4
workout-questions,2013-03,6
worm-questions,2013-03,4
wound-questions,2013-03,4
wrinkle-questions,2013-03,2
wrist-questions,2013-03,6
x-ray-questions,2013-03,4
yeast-infection-questions,2013-03,9
yellow-fever-questions,2013-03,2
yoga-questions,2013-03,5
abscess-questions,2013-04,6
acetaminophen-questions,2013-04,6
acne-questions,2013-04,10
allergy-questions,2013-04,10
aloe-vera-questions,2013-04,2
alzheimers-disease-questions,2013-04,5
ammonia-questions,2013-04,2
anemia-questions,2013-04,2
anger-questions,2013-04,6
ankle-questions,2013-04,7
antibiotic-questions,2013-04,29
anus-questions,2013-04,4
anxiety-questions,2013-04,10
aortic-stenosis-questions,2013-04,2
appendix-questions,2013-04,3
arm-questions,2013-04,17
arthritis-questions,2013-04,5
aspirin-questions,2013-04,4
atopic-dermatitis-questions,2013-04,4
attention-deficit-hyperactivity-disorder-questions,2013-04,2
baby-questions,2013-04,11
back-pain-questions,2013-04,16
bacterial-vaginosis-questions,2013-04,2
bacterium-questions,2013-04,6
baldness-questions,2013-04,2
belly-button-questions,2013-04,5
bipolar-disorder-questions,2013-04,2
birth-control-pill-questions,2013-04,10
birth-control-questions,2013-04,29
birth-questions,2013-04,8
blinking-questions,2013-04,3
blister-questions,2013-04,14
blood-pressure-questions,2013-04,4
blood-sugar-questions,2013-04,2
blood-test-questions,2013-04,2
bone-density-test-questions,2013-04,2
bowel-movement-questions,2013-04,5
brain-questions,2013-04,2
breast-cancer-questions,2013-04,4
breast-questions,2013-04,21
bruise-questions,2013-04,14
burn-questions,2013-04,18
buttocks-questions,2013-04,4
caffeine-questions,2013-04,7
calcium-questions,2013-04,2
calorie-questions,2013-04,5
cancer-questions,2013-04,2
cardiac-arrest-questions,2013-04,2
catheter-questions,2013-04,6
cats-questions,2013-04,4
cervical-cancer-questions,2013-04,2
cervix-questions,2013-04,4
chest-questions,2013-04,13
chickenpox-questions,2013-04,2
cholesterol-questions,2013-04,2
chronic-fatigue-syndrome-questions,2013-04,5
circumcision-questions,2013-04,5
clitoris-questions,2013-04,2
coldness-questions,2013-04,20
cold-questions,2013-04,2
colonoscopy-questions,2013-04,3
concentration-questions,2013-04,2
conception-questions,2013-04,2
condom-questions,2013-04,11
confusion-questions,2013-04,5
constipation-questions,2013-04,2
corpulence-questions,2013-04,2
cortisone-questions,2013-04,2
cough-questions,2013-04,12
cramps-questions,2013-04,2
craving-questions,2013-04,4
crying-questions,2013-04,3
cyst-questions,2013-04,4
dairy-questions,2013-04,2
decompression-sickness-questions,2013-04,2
depo-provera-questions,2013-04,2
depression-questions,2013-04,4
diabetes-questions,2013-04,9
diarrhea-questions,2013-04,13
diet-questions,2013-04,15
dislocation-questions,2013-04,2
dizziness-questions,2013-04,6
dog-questions,2013-04,13
drainage-questions,2013-04,5
drinking-questions,2013-04,27
drowsiness-questions,2013-04,11
drug-overdose-questions,2013-04,4
drug-questions,2013-04,20
drug-test-questions,2013-04,6
eardrum-questions,2013-04,3
ears-questions,2013-04,25
echocardiogram-questions,2013-04,2
ejaculation-questions,2013-04,13
elbow-questions,2013-04,4
electrocardiogram-questions,2013-04,2
electrogastrogram-questions,2013-04,6
emergency-room-questions,2013-04,4
erection-questions,2013-04,4
estrogen-questions,2013-04,2
exercise-questions,2013-04,13
exercise-stress-test-questions,2013-04,2
eyeball-questions,2013-04,2
eyelid-questions,2013-04,2
eyes-questions,2013-04,15
family-questions,2013-04,12
fear-questions,2013-04,4
feeding-questions,2013-04,2
fertility-questions,2013-04,3
fever-questions,2013-04,29
fiber-questions,2013-04,2
fibromyalgia-questions,2013-04,2
fingernail-questions,2013-04,3
finger-questions,2013-04,6
fish-questions,2013-04,2
flatulence-questions,2013-04,4
flu-questions,2013-04,2
food-questions,2013-04,35
foot-questions,2013-04,6
foreskin-questions,2013-04,5
fruit-questions,2013-04,8
furuncle-questions,2013-04,2
gallbladder-questions,2013-04,3
gastroenteritis-questions,2013-04,5
hair-questions,2013-04,7
hallucination-questions,2013-04,2
hamburger-questions,2013-04,2
hand-questions,2013-04,12
hand-surgery-questions,2013-04,2
headache-questions,2013-04,4
head-questions,2013-04,20
healing-questions,2013-04,7
healthy-eating-questions,2013-04,2
hearing-loss-questions,2013-04,5
heartburn-questions,2013-04,2
heart-surgery-questions,2013-04,2
height-questions,2013-04,2
hemangioma-questions,2013-04,2
hemorrhoid-questions,2013-04,2
herniated-disc-questions,2013-04,3
herpes-questions,2013-04,6
high-blood-pressure-questions,2013-04,2
hike-questions,2013-04,3
hiv-questions,2013-04,2
hormone-questions,2013-04,5
hot-dog-questions,2013-04,2
human-papillomavirus-questions,2013-04,4
hunger-questions,2013-04,4
hydrocodone-questions,2013-04,2
hydrocortisone-questions,2013-04,2
hymen-questions,2013-04,2
hysterectomy-questions,2013-04,4
ibuprofen-questions,2013-04,8
icing-questions,2013-04,2
infant-questions,2013-04,2
inflammation-questions,2013-04,2
ingrown-toenail-questions,2013-04,2
injection-questions,2013-04,36
injury-questions,2013-04,14
insomnia-questions,2013-04,2
insulin-questions,2013-04,3
insurance-questions,2013-04,9
iron-questions,2013-04,2
irregularity-questions,2013-04,4
irritable-bowel-syndrome-questions,2013-04,3
itch-questions,2013-04,8
jaw-questions,2013-04,4
juice-questions,2013-04,2
kidney-questions,2013-04,3
kidney-stone-questions,2013-04,9
kiwi-questions,2013-04,3
knee-questions,2013-04,10
laparoscopy-questions,2013-04,3
leep-questions,2013-04,2
leg-questions,2013-04,19
lightheadedness-questions,2013-04,6
limb-questions,2013-04,2
lip-questions,2013-04,3
little-finger-questions,2013-04,3
liver-questions,2013-04,2
lotion-questions,2013-04,2
lump-questions,2013-04,12
magnetic-resonance-imaging-questions,2013-04,8
masturbation-questions,2013-04,18
meal-questions,2013-04,8
menopause-questions,2013-04,6
menstrual-questions,2013-04,4
methicillin-resistant-staphylococcus-aureus-questions,2013-04,4
migraine-questions,2013-04,7
milk-questions,2013-04,7
miscarriage-questions,2013-04,4
mood-swing-questions,2013-04,3
morning-sickness-questions,2013-04,2
morphine-questions,2013-04,2
mouth-questions,2013-04,12
movement-questions,2013-04,16
mucus-questions,2013-04,4
multiple-sclerosis-questions,2013-04,2
muscle-questions,2013-04,17
nail-questions,2013-04,2
nasal-spray-questions,2013-04,4
nausea-questions,2013-04,14
neck-questions,2013-04,11
nervousness-questions,2013-04,2
nicotine-questions,2013-04,2
nipple-questions,2013-04,2
nose-questions,2013-04,6
nostril-questions,2013-04,2
numbness-questions,2013-04,2
obesity-questions,2013-04,2
oil-questions,2013-04,2
orgasm-questions,2013-04,11
ovarian-cancer-questions,2013-04,2
ovary-questions,2013-04,7
over-the-counter-questions,2013-04,2
ovulation-questions,2013-04,12
oxygen-questions,2013-04,2
pacemaker-questions,2013-04,2
painkiller-questions,2013-04,2
pain-questions,2013-04,87
pancreas-questions,2013-04,2
pap-test-questions,2013-04,4
pelvic-area-questions,2013-04,3
penicillin-questions,2013-04,2
penis-questions,2013-04,23
period-questions,2013-04,102
personality-disorder-questions,2013-04,2
pets-questions,2013-04,6
physical-therapy-questions,2013-04,2
piercing-questions,2013-04,2
plantar-fasciitis-questions,2013-04,3
plant-questions,2013-04,6
pneumonia-questions,2013-04,4
poison-ivy-questions,2013-04,6
polyp-questions,2013-04,3
poppy-seed-questions,2013-04,2
post-menopause-questions,2013-04,4
pregnancy-questions,2013-04,86
pregnancy-test-questions,2013-04,20
premenstrual-syndrome-questions,2013-04,2
pressure-questions,2013-04,3
prostate-cancer-questions,2013-04,2
protein-questions,2013-04,2
quit-smoking-questions,2013-04,4
range-of-motion-questions,2013-04,3
rash-questions,2013-04,16
reaction-questions,2013-04,2
rectum-questions,2013-04,4
restlessness-questions,2013-04,3
rhinitis-questions,2013-04,2
rice-milk-questions,2013-04,2
ring-finger-questions,2013-04,2
ringworm-questions,2013-04,2
running-questions,2013-04,18
runny-nose-questions,2013-04,4
sadness-questions,2013-04,6
salt-questions,2013-04,4
scalp-questions,2013-04,4
scar-questions,2013-04,3
scoliosis-questions,2013-04,2
scrape-questions,2013-04,2
sexual-intercourse-questions,2013-04,75
sexually-transmitted-disease-questions,2013-04,6
shaving-questions,2013-04,2
shingles-questions,2013-04,10
short-stature-questions,2013-04,7
shoulder-blade-questions,2013-04,2
shoulder-questions,2013-04,11
sinus-infection-questions,2013-04,4
sinus-questions,2013-04,2
skin-questions,2013-04,26
sleepiness-questions,2013-04,4
slipped-disc-questions,2013-04,2
smell-questions,2013-04,2
smoking-questions,2013-04,10
soda-questions,2013-04,4
sodium-questions,2013-04,2
soft-tissue-questions,2013-04,2
sore-throat-questions,2013-04,3
soup-questions,2013-04,2
soy-questions,2013-04,2
spasm-questions,2013-04,4
sperm-questions,2013-04,7
spine-questions,2013-04,7
spit-questions,2013-04,3
spotting-questions,2013-04,10
sprain-questions,2013-04,2
steroid-questions,2013-04,4
stitches-questions,2013-04,2
stomach-questions,2013-04,43
strep-throat-questions,2013-04,2
stress-fracture-questions,2013-04,2
stress-questions,2013-04,11
stroke-questions,2013-04,2
sty-questions,2013-04,2
suicide-questions,2013-04,2
supplement-questions,2013-04,3
surgery-questions,2013-04,16
swallow-questions,2013-04,4
sweating-questions,2013-04,8
swelling-questions,2013-04,26
syrup-questions,2013-04,3
tampon-questions,2013-04,2
taste-questions,2013-04,4
tea-questions,2013-04,7
tear-duct-questions,2013-04,2
tenderness-questions,2013-04,12
testicle-questions,2013-04,2
tetanus-questions,2013-04,4
thigh-questions,2013-04,2
throat-questions,2013-04,15
thrush-questions,2013-04,2
thyroid-nodule-questions,2013-04,2
thyroid-questions,2013-04,5
tick-questions,2013-04,6
tightness-questions,2013-04,4
tinnitus-questions,2013-04,2
toe-questions,2013-04,2
tongue-questions,2013-04,4
tonsil-questions,2013-04,10
tooth-questions,2013-04,4
travel-questions,2013-04,4
tremor-questions,2013-04,2
triglyceride-questions,2013-04,2
tubal-ligation-questions,2013-04,2
turkey-questions,2013-04,2
ulcer-questions,2013-04,4
ultrasound-questions,2013-04,5
urethra-questions,2013-04,2
urinalysis-questions,2013-04,2
urinary-tract-infection-questions,2013-04,2
urination-questions,2013-04,17
uterus-questions,2013-04,5
vagina-questions,2013-04,21
vegetable-questions,2013-04,4
vein-questions,2013-04,2
vinegar-questions,2013-04,2
virus-questions,2013-04,3
vision-questions,2013-04,44
vitamin-e-questions,2013-04,3
vitamin-questions,2013-04,2
vomit-questions,2013-04,14
waist-questions,2013-04,4
walking-questions,2013-04,11
wart-questions,2013-04,4
weakness-questions,2013-04,4
weight-gain-questions,2013-04,5
weight-loss-questions,2013-04,11
weight-questions,2013-04,26
whitehead-questions,2013-04,5
whooping-cough-questions,2013-04,2
workout-questions,2013-04,11
worm-questions,2013-04,4
wound-questions,2013-04,9
x-ray-questions,2013-04,7
yeast-infection-questions,2013-04,2
yogurt-questions,2013-04,2
abdominal-obesity-questions,2013-05,2
acetaminophen-questions,2013-05,4
acne-questions,2013-05,9
addiction-questions,2013-05,5
aggression-questions,2013-05,2
aids-questions,2013-05,2
allergy-questions,2013-05,15
anger-questions,2013-05,8
ankle-questions,2013-05,2
antibiotic-questions,2013-05,11
anus-questions,2013-05,7
anxiety-questions,2013-05,8
appendix-questions,2013-05,2
arm-questions,2013-05,8
arthritis-questions,2013-05,2
asthma-questions,2013-05,2
b12-questions,2013-05,2
baby-questions,2013-05,30
back-pain-questions,2013-05,6
bacterial-vaginosis-questions,2013-05,6
bacterium-questions,2013-05,4
basal-body-temperature-questions,2013-05,2
bedbug-questions,2013-05,2
belly-button-questions,2013-05,2
benign-prostatic-hyperplasia-questions,2013-05,2
beta-blocker-questions,2013-05,2
bicep-questions,2013-05,2
bioidentical-hormone-questions,2013-05,2
biopsy-questions,2013-05,9
bi-pap-questions,2013-05,2
bipolar-disorder-questions,2013-05,7
birth-control-pill-questions,2013-05,4
birth-control-questions,2013-05,28
bladder-questions,2013-05,8
blister-questions,2013-05,10
bloating-questions,2013-05,12
blood-clot-questions,2013-05,4
blood-pressure-questions,2013-05,2
blood-sugar-questions,2013-05,8
blood-test-questions,2013-05,9
blood-thinner-questions,2013-05,5
brain-questions,2013-05,2
breastfeed-questions,2013-05,2
breast-questions,2013-05,20
bronchitis-questions,2013-05,2
bruise-questions,2013-05,2
burn-questions,2013-05,30
buttocks-questions,2013-05,4
caffeine-questions,2013-05,4
calcium-questions,2013-05,5
callus-questions,2013-05,2
calorie-questions,2013-05,6
cancer-questions,2013-05,8
carrot-questions,2013-05,3
cat-scan-questions,2013-05,2
cervix-questions,2013-05,2
chest-questions,2013-05,20
chickenpox-questions,2013-05,5
chlamydia-questions,2013-05,4
cholesterol-questions,2013-05,4
chronic-obstructive-pulmonary-disease-questions,2013-05,3
chronic-pain-questions,2013-05,6
cocaine-questions,2013-05,2
coffee-questions,2013-05,2
coldness-questions,2013-05,9
cold-questions,2013-05,2
cold-sore-questions,2013-05,4
colonoscopy-questions,2013-05,4
conception-questions,2013-05,4
condom-questions,2013-05,11
confusion-questions,2013-05,4
congestive-heart-failure-questions,2013-05,4
cortisone-questions,2013-05,2
cough-questions,2013-05,14
cramps-questions,2013-05,14
crying-questions,2013-05,4
cyst-questions,2013-05,2
dehydration-questions,2013-05,2
delayed-ejaculation-questions,2013-05,2
depo-provera-questions,2013-05,4
depression-questions,2013-05,8
diabetes-questions,2013-05,4
diarrhea-questions,2013-05,16
diet-questions,2013-05,19
diverticulitis-questions,2013-05,5
dizziness-questions,2013-05,6
dog-questions,2013-05,4
double-vision-questions,2013-05,2
drainage-questions,2013-05,2
drinking-questions,2013-05,24
drowsiness-questions,2013-05,18
drug-questions,2013-05,2
ears-questions,2013-05,10
ectopic-pregnancy-questions,2013-05,2
egg-whites-questions,2013-05,2
ejaculation-questions,2013-05,13
electrocardiogram-questions,2013-05,2
emergency-room-questions,2013-05,2
endometrium-questions,2013-05,2
endoscopy-questions,2013-05,4
erection-questions,2013-05,6
esophagus-questions,2013-05,2
exercise-questions,2013-05,19
eyelid-questions,2013-05,2
eyes-questions,2013-05,14
family-questions,2013-05,6
fasciotomy-questions,2013-05,2
fatigue-questions,2013-05,4
fear-questions,2013-05,21
femur-questions,2013-05,2
fertility-questions,2013-05,2
fever-questions,2013-05,21
fiber-questions,2013-05,3
finger-questions,2013-05,9
fish-questions,2013-05,2
fitness-questions,2013-05,2
flu-questions,2013-05,2
food-questions,2013-05,20
foot-questions,2013-05,12
gallbladder-questions,2013-05,2
garlic-questions,2013-05,2
gastritis-questions,2013-05,2
gastroparesis-questions,2013-05,2
gender-questions,2013-05,2
genital-herpes-questions,2013-05,16
genitalia-questions,2013-05,3
gonorrhea-questions,2013-05,4
hair-questions,2013-05,5
hand-questions,2013-05,15
headache-questions,2013-05,11
head-injury-questions,2013-05,2
head-questions,2013-05,10
healing-questions,2013-05,10
hearing-test-questions,2013-05,2
heart-attack-questions,2013-05,2
heartburn-questions,2013-05,2
heart-questions,2013-05,13
height-questions,2013-05,4
hemorrhoid-questions,2013-05,6
hepatitis-c-questions,2013-05,5
hernia-questions,2013-05,4
herpes-questions,2013-05,11
high-blood-pressure-questions,2013-05,2
hives-questions,2013-05,7
hiv-questions,2013-05,4
hiv-test-questions,2013-05,2
hormonal-therapy-questions,2013-05,2
hormone-questions,2013-05,5
hormone-replacement-therapy-questions,2013-05,2
hot-flash-questions,2013-05,2
human-papillomavirus-questions,2013-05,2
hunger-questions,2013-05,4
hydrocephalus-questions,2013-05,2
hydrocodone-questions,2013-05,2
hydrogen-peroxide-questions,2013-05,2
hymen-questions,2013-05,2
hyperventilation-questions,2013-05,2
hypothyroidism-questions,2013-05,2
hysterectomy-questions,2013-05,8
ibuprofen-questions,2013-05,4
immune-system-questions,2013-05,2
impotence-questions,2013-05,2
infant-questions,2013-05,2
inflammation-questions,2013-05,3
inflammatory-bowel-disease-questions,2013-05,2
inhaler-questions,2013-05,2
injection-questions,2013-05,20
insomnia-questions,2013-05,2
insulin-questions,2013-05,2
insurance-questions,2013-05,9
intestine-questions,2013-05,2
iodine-questions,2013-05,2
iron-questions,2013-05,2
irregularity-questions,2013-05,4
itch-questions,2013-05,4
jaw-questions,2013-05,11
juice-questions,2013-05,4
kale-questions,2013-05,2
kidney-infection-questions,2013-05,2
kidney-questions,2013-05,6
kidney-stone-questions,2013-05,2
knee-questions,2013-05,6
laboratory-test-questions,2013-05,2
lactose-intolerance-questions,2013-05,2
leg-questions,2013-05,20
libido-questions,2013-05,7
lightheadedness-questions,2013-05,7
lip-questions,2013-05,9
liver-questions,2013-05,4
long-term-effect-questions,2013-05,2
low-blood-pressure-questions,2013-05,2
lower-jaw-questions,2013-05,2
lump-questions,2013-05,13
lung-questions,2013-05,9
lupus-questions,2013-05,4
lymph-node-questions,2013-05,2
magnetic-resonance-imaging-questions,2013-05,2
marijuana-questions,2013-05,2
masturbation-questions,2013-05,7
meat-questions,2013-05,3
melanoma-questions,2013-05,2
methicillin-resistant-staphylococcus-aureus-questions,2013-05,2
migraine-questions,2013-05,5
milk-questions,2013-05,2
miscarriage-questions,2013-05,8
mole-questions,2013-05,2
morning-after-pill-questions,2013-05,2
morphine-questions,2013-05,2
mouth-questions,2013-05,13
movement-questions,2013-05,20
mucus-questions,2013-05,8
muscle-questions,2013-05,13
myomectomy-questions,2013-05,2
naproxen-questions,2013-05,2
nausea-questions,2013-05,12
neck-questions,2013-05,6
nervousness-questions,2013-05,5
newborn-questions,2013-05,2
niacin-questions,2013-05,2
nipple-questions,2013-05,8
nodule-questions,2013-05,2
nose-questions,2013-05,2
nsaid-questions,2013-05,6
numbness-questions,2013-05,2
obesity-questions,2013-05,2
orange-questions,2013-05,3
organ-questions,2013-05,4
orgasm-questions,2013-05,7
ovary-questions,2013-05,4
over-the-counter-questions,2013-05,6
ovulation-questions,2013-05,8
oxycodone-questions,2013-05,2
oxygen-questions,2013-05,2
pacemaker-questions,2013-05,2
pain-management-questions,2013-05,4
pain-questions,2013-05,68
panic-attack-questions,2013-05,4
pap-test-questions,2013-05,4
paralysis-questions,2013-05,2
paranoid-behavior-questions,2013-05,4
parasite-questions,2013-05,2
pea-questions,2013-05,2
pear-questions,2013-05,4
pelvic-area-questions,2013-05,4
pelvic-pain-questions,2013-05,2
penicillin-questions,2013-05,2
penis-questions,2013-05,3
period-questions,2013-05,110
pets-questions,2013-05,2
piercing-questions,2013-05,2
pink-eye-questions,2013-05,2
poison-ivy-questions,2013-05,2
poison-oak-questions,2013-05,2
pregnancy-questions,2013-05,116
pregnancy-test-questions,2013-05,27
premenstrual-syndrome-questions,2013-05,2
pressure-questions,2013-05,8
prostate-questions,2013-05,4
prostate-specific-antigen-test-questions,2013-05,4
psychosis-questions,2013-05,2
puffiness-questions,2013-05,4
quit-smoking-questions,2013-05,5
rash-questions,2013-05,9
reaction-questions,2013-05,2
reflex-questions,2013-05,2
rheumatoid-arthritis-questions,2013-05,2
ring-finger-questions,2013-05,2
ringworm-questions,2013-05,2
rotator-cuff-questions,2013-05,2
running-questions,2013-05,11
ruptured-eardrum-questions,2013-05,2
salt-questions,2013-05,4
scar-questions,2013-05,4
schizophrenia-questions,2013-05,5
second-trimester-questions,2013-05,2
seizure-questions,2013-05,2
sexual-intercourse-questions,2013-05,92
sexually-transmitted-disease-questions,2013-05,6
shingles-questions,2013-05,5
short-stature-questions,2013-05,4
shoulder-questions,2013-05,7
sinus-infection-questions,2013-05,4
sinus-questions,2013-05,6
skin-questions,2013-05,26
skull-questions,2013-05,5
sleep-disorder-questions,2013-05,2
sleepiness-questions,2013-05,8
smell-questions,2013-05,6
smoking-questions,2013-05,20
soda-questions,2013-05,2
sore-questions,2013-05,2
sore-throat-questions,2013-05,2
spasm-questions,2013-05,2
spinach-questions,2013-05,2
spitting-up-questions,2013-05,6
spotting-questions,2013-05,22
stem-cell-questions,2013-05,2
steroid-questions,2013-05,2
sting-questions,2013-05,2
stomach-questions,2013-05,56
strep-throat-questions,2013-05,4
stress-questions,2013-05,13
stroke-questions,2013-05,4
stuffy-nose-questions,2013-05,2
sty-questions,2013-05,2
suicide-questions,2013-05,2
sunburn-questions,2013-05,4
supplement-questions,2013-05,2
surgery-questions,2013-05,35
sushi-questions,2013-05,4
swallow-questions,2013-05,7
sweating-questions,2013-05,6
swelling-questions,2013-05,21
tampon-questions,2013-05,4
taste-questions,2013-05,2
tea-questions,2013-05,2
temperature-questions,2013-05,4
tenderness-questions,2013-05,2
tendon-questions,2013-05,5
testicle-questions,2013-05,6
testosterone-questions,2013-05,2
third-trimester-questions,2013-05,2
throat-questions,2013-05,10
thumb-questions,2013-05,5
thyroid-questions,2013-05,4
tibia-questions,2013-05,4
tick-questions,2013-05,2
tightness-questions,2013-05,7
tinnitus-questions,2013-05,2
tobacco-questions,2013-05,2
toddler-questions,2013-05,2
toe-questions,2013-05,2
tongue-questions,2013-05,2
tooth-questions,2013-05,4
triglyceride-questions,2013-05,4
tubal-ligation-questions,2013-05,3
ultrasound-questions,2013-05,6
urethra-questions,2013-05,2
urination-questions,2013-05,15
uterine-cancer-questions,2013-05,2
uterine-fibroid-questions,2013-05,2
uterus-questions,2013-05,7
vagina-questions,2013-05,25
valley-fever-questions,2013-05,2
varicose-vein-questions,2013-05,2
virus-questions,2013-05,3
vision-questions,2013-05,47
vitamin-questions,2013-05,2
vomit-questions,2013-05,14
waist-questions,2013-05,2
walking-questions,2013-05,14
wart-questions,2013-05,2
weight-gain-questions,2013-05,4
weight-questions,2013-05,18
wisdom-tooth-questions,2013-05,2
workout-questions,2013-05,5
worm-questions,2013-05,2
wrist-questions,2013-05,4
yeast-infection-questions,2013-05,11
yeast-questions,2013-05,2
yogurt-questions,2013-05,2
abdominal-pain-questions,2013-06,2
ablation-questions,2013-06,6
acetaminophen-questions,2013-06,12
achilles-tendon-questions,2013-06,3
acne-questions,2013-06,13
adrenal-gland-questions,2013-06,3
aids-questions,2013-06,6
alcoholism-questions,2013-06,3
allergic-reaction-questions,2013-06,4
allergy-questions,2013-06,12
alzheimers-disease-questions,2013-06,4
amoxicillin-questions,2013-06,11
anal-abscess-questions,2013-06,2
anemia-questions,2013-06,4
anesthesia-questions,2013-06,2
anger-questions,2013-06,6
angina-questions,2013-06,4
angioplasty-questions,2013-06,6
ankle-questions,2013-06,26
anorexia-questions,2013-06,4
antibiotic-questions,2013-06,16
antidepressant-questions,2013-06,2
anus-questions,2013-06,16
anxiety-questions,2013-06,12
apnea-questions,2013-06,3
appendix-questions,2013-06,5
arm-questions,2013-06,33
arthritis-questions,2013-06,4
arthroscopy-questions,2013-06,2
athletes-foot-questions,2013-06,2
atrial-flutter-questions,2013-06,6
attention-deficit-hyperactivity-disorder-questions,2013-06,2
autism-questions,2013-06,2
baby-questions,2013-06,22
back-pain-questions,2013-06,11
bacterial-vaginosis-questions,2013-06,2
bacterium-questions,2013-06,6
benign-paroxysmal-positional-vertigo-questions,2013-06,2
benign-questions,2013-06,2
biofeedback-questions,2013-06,2
bipolar-disorder-questions,2013-06,2
birth-control-pill-questions,2013-06,10
birth-control-questions,2013-06,21
birth-questions,2013-06,6
black-eye-questions,2013-06,2
bladder-questions,2013-06,6
blister-questions,2013-06,18
bloating-questions,2013-06,20
blood-clot-questions,2013-06,2
blood-pressure-questions,2013-06,8
bloodshot-eye-questions,2013-06,2
blood-sugar-questions,2013-06,6
blood-test-questions,2013-06,11
boil-questions,2013-06,4
bone-cancer-questions,2013-06,2
bowel-movement-questions,2013-06,10
brain-questions,2013-06,2
breast-biopsy-questions,2013-06,3
breast-cancer-questions,2013-06,7
breast-questions,2013-06,29
bruise-questions,2013-06,12
burn-questions,2013-06,21
